id,systems,source,name_en,name_uk,text_en,text_uk,effects,size,creature_type,alignment,ac,hp,hp_formula,speed,str,dex,con,int,wis,cha,cr,senses,languages,skills
azer-sentinel,5.5e,SRD,Azer Sentinel,,"_Medium Elemental, Lawful Neutral_
**AC** 17 **Initiative** +1 (11) 
**HP** 39 (6d8 + 12) 
**Speed** 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 17 
 +3 
 +3 
 DEX 
 12 
 +1 
 +1 
 CON 
 15 
 +2 
 +4 
 
 
 INT 
 12 
 +1 
 +1 
 WIS 
 13 
 +1 
 +1 
 CHA 
 10 
 +0 
 +0 
 
 
 
**Immunities** Fire, Poison; Poisoned 
**Senses** Passive Perception 11 
**Languages** Primordial (Ignan) 
**CR** 2 (XP 450; PB +2)
#### Traits
 
**_Fire Aura._** At the end of each of the azer's turns, each creature of the azer's choice in a 5-foot Emanation originating from the azer takes 5 (1d10) Fire damage unless the azer has the Incapacitated condition.
**_Illumination._** The azer sheds Bright Light in a 10-foot radius and Dim Light for an additional 10 feet.
#### Actions
 
**_Burning Hammer._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 8 (1d10 + 3) Bludgeoning damage plus 3 (1d6) Fire damage.
## Balor
### Balor",,,medium,elemental,Lawful Neutral,17,39,6d8 + 12,30 ft.,17,12,15,12,13,10,2,Passive Perception 11,Primordial (Ignan),
balor,5.5e,SRD,Balor,,"_Huge Fiend (Demon), Chaotic Evil_
**AC** 19 **Initiative** +14 (24) 
**HP** 287 (23d12 + 138) 
**Speed** 40 ft., Fly 80 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 26 
 +8 
 +8 
 DEX 
 15 
 +2 
 +2 
 CON 
 22 
 +6 
 +12 
 
 
 INT 
 20 
 +5 
 +5 
 WIS 
 16 
 +3 
 +9 
 CHA 
 22 
 +6 
 +6 
 
 
 
**Skills** Perception +9 
**Resistances** Cold, Lightning 
**Immunities** Fire, Poison; Charmed, Frightened, Poisoned 
**Senses** Truesight 120 ft.; Passive Perception 19 
**Languages** Abyssal; telepathy 120 ft. 
**CR** 19 (XP 22,000; PB +6)
#### Traits
 
**_Death Throes._** The balor explodes when it dies. _Dexterity Saving Throw:_ DC 20, each creature in a 30-foot Emanation originating from the balor. _Failure:_ 31 (9d6) Fire damage plus 31 (9d6) Force damage. _Success:_ Half damage. _Failure or Success:_ If the balor dies outside the Abyss, it gains a new body instantly, reviving with all its Hit Points somewhere in the Abyss.
**_Fire Aura._** At the end of each of the balor's turns, each creature in a 5-foot Emanation originating from the balor takes 13 (3d8) Fire damage.
**_Legendary Resistance (3/Day)._** If the balor fails a saving throw, it can choose to succeed instead.
**_Magic Resistance._** The balor has Advantage on saving throws against spells and other magical effects.
#### Actions
 
**_Multiattack._** The balor makes one Flame Whip attack and one Lightning Blade attack.
**_Flame Whip._** _Melee Attack Roll:_ +14, reach 30 ft. _Hit:_ 18 (3d6 + 8) Force damage plus 17 (5d6) Fire damage. If the target is a Huge or smaller creature, the balor pulls the target up to 25 feet straight toward itself, and the target has the Prone condition.
**_Lightning Blade._** _Melee Attack Roll:_ +14, reach 10 ft. _Hit:_ 21 (3d8 + 8) Force damage plus 22 (4d10) Lightning damage, and the target can't take Reactions until the start of the balor's next turn.
#### Bonus Actions
 
**_Teleport._** The balor teleports itself or a willing demon within 10 feet of itself up to 60 feet to an unoccupied space the balor can see.
## Bandits
### Bandit",,,huge,fiend (demon),Chaotic Evil,19,287,23d12 + 138,"40 ft., Fly 80 ft.",26,15,22,20,16,22,19,Truesight 120 ft.; Passive Perception 19,Abyssal; telepathy 120 ft.,Perception +9
bandit,5.5e,SRD,Bandit,,"_Medium or Small Humanoid, Neutral_
**AC** 12 **Initiative** +1 (11) 
**HP** 11 (2d8 + 2) 
**Speed** 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 11 
 +0 
 +0 
 DEX 
 12 
 +1 
 +1 
 CON 
 12 
 +1 
 +1 
 
 
 INT 
 10 
 +0 
 +0 
 WIS 
 10 
 +0 
 +0 
 CHA 
 10 
 +0 
 +0 
 
 
 
**Gear** Leather Armor, Light Crossbow, Scimitar 
**Senses** Passive Perception 10 
**Languages** Common, Thieves' Cant 
**CR** 1/8 (XP 25; PB +2)
#### Actions
 
**_Scimitar._** _Melee Attack Roll:_ +3, reach 5 ft. _Hit:_ 4 (1d6 + 1) Slashing damage.
**_Light Crossbow._** _Ranged Attack Roll:_ +3, range 80/320 ft. _Hit:_ 5 (1d8 + 1) Piercing damage.
### Bandit Captain",,,medium,or small humanoid,Neutral,12,11,2d8 + 2,30 ft.,11,12,12,10,10,10,1/8,Passive Perception 10,"Common, Thieves' Cant",
bandit-captain,5.5e,SRD,Bandit Captain,,"_Medium or Small Humanoid, Neutral_
**AC** 15 **Initiative** +3 (13) 
**HP** 52 (8d8 + 16) 
**Speed** 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 15 
 +2 
 +4 
 DEX 
 16 
 +3 
 +5 
 CON 
 14 
 +2 
 +2 
 
 
 INT 
 14 
 +2 
 +2 
 WIS 
 11 
 +0 
 +2 
 CHA 
 14 
 +2 
 +2 
 
 
 
**Skills** Athletics +4, Deception +4 
**Gear** Pistol, Scimitar, Studded Leather Armor 
**Senses** Passive Perception 10 
**Languages** Common, Thieves' Cant 
**CR** 2 (XP 450; PB +2)
#### Actions
 
**_Multiattack._** The bandit makes two attacks, using Scimitar and Pistol in any combination.
**_Scimitar._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 6 (1d6 + 3) Slashing damage.
**_Pistol._** _Ranged Attack Roll:_ +5, range 30/90 ft. _Hit:_ 8 (1d10 + 3) Piercing damage.
#### Reactions
 
**_Parry._** _Trigger:_ The bandit is hit by a melee attack roll while holding a weapon. _Response:_ The bandit adds 2 to its AC against that attack, possibly causing it to miss.
## Barbed Devil
### Barbed Devil",,,medium,or small humanoid,Neutral,15,52,8d8 + 16,30 ft.,15,16,14,14,11,14,2,Passive Perception 10,"Common, Thieves' Cant","Athletics +4, Deception +4"
barbed-devil,5.5e,SRD,Barbed Devil,,"_Medium Fiend (Devil), Lawful Evil_
**AC** 15 **Initiative** +3 (13) 
**HP** 110 (13d8 + 52) 
**Speed** 30 ft., Climb 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 16 
 +3 
 +6 
 DEX 
 17 
 +3 
 +3 
 CON 
 18 
 +4 
 +7 
 
 
 INT 
 12 
 +1 
 +1 
 WIS 
 14 
 +2 
 +5 
 CHA 
 14 
 +2 
 +5 
 
 
 
**Skills** Deception +5, Insight +5, Perception +8 
**Resistances** Cold 
**Immunities** Fire, Poison; Poisoned 
**Senses** Darkvision 120 ft. (unimpeded by magical Darkness); Passive Perception 18 
**Languages** Infernal; telepathy 120 ft. 
**CR** 5 (XP 1,800; PB +3)
#### Traits
 
**_Barbed Hide._** At the start of each of its turns, the devil deals 5 (1d10) Piercing damage to any creature it is grappling or any creature grappling it.
**_Diabolical Restoration._** If the devil dies outside the Nine Hells, its body disappears in sulfurous smoke, and it gains a new body instantly, reviving with all its Hit Points somewhere in the Nine Hells.
**_Magic Resistance._** The devil has Advantage on saving throws against spells and other magical effects.
#### Actions
 
**_Multiattack._** The devil makes one Claws attack and one Tail attack, or it makes two Hurl Flame attacks.
**_Claws._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 10 (2d6 + 3) Piercing damage. If the target is a Large or smaller creature, it has the Grappled condition (escape DC 13) from both claws.
**_Tail._** _Melee Attack Roll:_ +6, reach 10 ft. _Hit:_ 14 (2d10 + 3) Slashing damage.
**_Hurl Flame._** _Ranged Attack Roll:_ +5, range 150 ft. _Hit:_ 17 (5d6) Fire damage. If the target is a flammable object that isn't being worn or carried, it starts burning.
## Basilisk
### Basilisk",,,medium,fiend (devil),Lawful Evil,15,110,13d8 + 52,"30 ft., Climb 30 ft.",16,17,18,12,14,14,5,Darkvision 120 ft. (unimpeded by magical Darkness); Passive Perception 18,Infernal; telepathy 120 ft.,"Deception +5, Insight +5, Perception +8"
basilisk,5.5e,SRD,Basilisk,,"_Medium Monstrosity, Unaligned_
**AC** 15 **Initiative** −1 (9) 
**HP** 52 (8d8 + 16) 
**Speed** 20 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 16 
 +3 
 +3 
 DEX 
 8 
 −1 
 −1 
 CON 
 15 
 +2 
 +2 
 
 
 INT 
 2 
 −4 
 −4 
 WIS 
 8 
 −1 
 −1 
 CHA 
 7 
 −2 
 −2 
 
 
 
**Senses** Darkvision 60 ft.; Passive Perception 9 
**Languages** None 
**CR** 3 (XP 700; PB +2)
#### Actions
 
**_Bite._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 10 (2d6 + 3) Piercing damage plus 7 (2d6) Poison damage.
#### Bonus Actions
 
**_Petrifying Gaze (Recharge 4–6)._** _Constitution Saving Throw:_ DC 12, each creature in a 30-foot Cone. If the basilisk sees its reflection in the Cone, the basilisk must make this save. _First Failure:_ The target has the Restrained condition and repeats the save at the end of its next turn if it is still Restrained, ending the effect on itself on a success. _Second Failure:_ The target has the Petrified condition instead of the Restrained condition.
## Bearded Devil
### Bearded Devil",,,medium,monstrosity,Unaligned,15,52,8d8 + 16,20 ft.,16,8,15,2,8,7,3,Darkvision 60 ft.; Passive Perception 9,None,
bearded-devil,5.5e,SRD,Bearded Devil,,"_Medium Fiend (Devil), Lawful Evil_
**AC** 13 **Initiative** +2 (12) 
**HP** 58 (9d8 + 18) 
**Speed** 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 16 
 +3 
 +5 
 DEX 
 15 
 +2 
 +2 
 CON 
 15 
 +2 
 +4 
 
 
 INT 
 9 
 −1 
 −1 
 WIS 
 11 
 +0 
 +0 
 CHA 
 14 
 +2 
 +4 
 
 
 
**Resistances** Cold 
**Immunities** Fire, Poison; Frightened, Poisoned 
**Senses** Darkvision 120 ft. (unimpeded by magical Darkness); Passive Perception 10 
**Languages** Infernal; telepathy 120 ft. 
**CR** 3 (XP 700; PB +2)
#### Traits
 
**_Magic Resistance._** The devil has Advantage on saving throws against spells and other magical effects.
#### Actions
 
**_Multiattack._** The devil makes one Beard attack and one Infernal Glaive attack.
**_Beard._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 7 (1d8 + 3) Piercing damage, and the target has the Poisoned condition until the start of the devil's next turn. Until this poison ends, the target can't regain Hit Points.
**_Infernal Glaive._** _Melee Attack Roll:_ +5, reach 10 ft. _Hit:_ 8 (1d10 + 3) Slashing damage. If the target is a creature and doesn't already have an infernal wound, it is subjected to the following effect. _Constitution Saving Throw:_ DC 12. _Failure:_ The target receives an infernal wound. While wounded, the target loses 5 (1d10) Hit Points at the start of each of its turns. The wound closes after 1 minute, after a spell restores Hit Points to the target, or after the target or a creature within 5 feet of it takes an action to stanch the wound, doing so by succeeding on a DC 12 Wisdom (Medicine) check.
## Behir
### Behir",,,medium,fiend (devil),Lawful Evil,13,58,9d8 + 18,30 ft.,16,15,15,9,11,14,3,Darkvision 120 ft. (unimpeded by magical Darkness); Passive Perception 10,Infernal; telepathy 120 ft.,
behir,5.5e,SRD,Behir,,"_Huge Monstrosity, Neutral Evil_
**AC** 17 **Initiative** +3 (13) 
**HP** 168 (16d12 + 64) 
**Speed** 50 ft., Climb 50 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 23 
 +6 
 +6 
 DEX 
 16 
 +3 
 +3 
 CON 
 18 
 +4 
 +4 
 
 
 INT 
 7 
 −2 
 −2 
 WIS 
 14 
 +2 
 +2 
 CHA 
 12 
 +1 
 +1 
 
 
 
**Skills** Perception +6, Stealth +7 
**Immunities** Lightning 
**Senses** Darkvision 90 ft.; Passive Perception 16 
**Languages** Draconic 
**CR** 11 (XP 7,200; PB +4)
#### Actions
 
**_Multiattack._** The behir makes one Bite attack and uses Constrict.
**_Bite._** _Melee Attack Roll:_ +10, reach 10 ft. _Hit:_ 19 (2d12 + 6) Piercing damage plus 11 (2d10) Lightning damage.
**_Constrict._** _Strength Saving Throw:_ DC 18, one Large or smaller creature the behir can see within 5 feet. _Failure:_ 28 (5d8 + 6) Bludgeoning damage. The target has the Grappled condition (escape DC 16), and it has the Restrained condition until the grapple ends.
**_Lightning Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 16, each creature in a 90-foot-long, 5-foot-wide Line. _Failure:_ 66 (12d10) Lightning damage. _Success:_ Half damage.
#### Bonus Actions
 
**_Swallow._** _Dexterity Saving Throw:_ DC 18, one Large or smaller creature Grappled by the behir (the behir can have only one creature swallowed at a time). _Failure:_ The behir swallows the target, which is no longer Grappled. While swallowed, a creature has the Blinded and Restrained conditions, has Total Cover against attacks and other effects outside the behir, and takes 21 (6d6) Acid damage at the start of each of the behir's turns. 
 If the behir takes 30 damage or more on a single turn from the swallowed creature, the behir must succeed on a DC 14 Constitution saving throw at the end of that turn or regurgitate the creature, which falls in a space within 10 feet of the behir and has the Prone condition. If the behir dies, a swallowed creature is no longer Restrained and can escape from the corpse by using 15 feet of movement, exiting Prone.
## Berserker
### Berserker",,,huge,monstrosity,Neutral Evil,17,168,16d12 + 64,"50 ft., Climb 50 ft.",23,16,18,7,14,12,11,Darkvision 90 ft.; Passive Perception 16,Draconic,"Perception +6, Stealth +7"
berserker,5.5e,SRD,Berserker,,"_Medium or Small Humanoid, Neutral_
**AC** 13 **Initiative** +1 (11) 
**HP** 67 (9d8 + 27) 
**Speed** 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 16 
 +3 
 +3 
 DEX 
 12 
 +1 
 +1 
 CON 
 17 
 +3 
 +3 
 
 
 INT 
 9 
 −1 
 −1 
 WIS 
 11 
 +0 
 +0 
 CHA 
 9 
 −1 
 −1 
 
 
 
**Gear** Greataxe, Hide Armor 
**Senses** Passive Perception 10 
**Languages** Common 
**CR** 2 (XP 450; PB +2)
#### Traits
 
**_Bloodied Frenzy._** While Bloodied, the berserker has Advantage on attack rolls and saving throws.
#### Actions
 
**_Greataxe._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 9 (1d12 + 3) Slashing damage.
## Black Dragons
### Black Dragon Wyrmling",,,medium,or small humanoid,Neutral,13,67,9d8 + 27,30 ft.,16,12,17,9,11,9,2,Passive Perception 10,Common,
black-dragon-wyrmling,5.5e,SRD,Black Dragon Wyrmling,,"_Medium Dragon (Chromatic), Chaotic Evil_
**AC** 17 **Initiative** +4 (14) 
**HP** 33 (6d8 + 6) 
**Speed** 30 ft., Fly 60 ft., Swim 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 15 
 +2 
 +2 
 DEX 
 14 
 +2 
 +4 
 CON 
 13 
 +1 
 +1 
 
 
 INT 
 10 
 +0 
 +0 
 WIS 
 11 
 +0 
 +2 
 CHA 
 13 
 +1 
 +1 
 
 
 
**Skills** Perception +4, Stealth +4 
**Immunities** Acid 
**Senses** Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 14 
**Languages** Draconic 
**CR** 2 (XP 450; PB +2)
#### Traits
 
**_Amphibious._** The dragon can breathe air and water.
#### Actions
 
**_Multiattack._** The dragon makes two Rend attacks.
**_Rend._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 5 (1d6 + 2) Slashing damage plus 2 (1d4) Acid damage.
**_Acid Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 11, each creature in a 15-foot-long, 5-foot-wide Line. _Failure:_ 22 (5d8) Acid damage. _Success:_ Half damage.
### Young Black Dragon",,,medium,dragon (chromatic),Chaotic Evil,17,33,6d8 + 6,"30 ft., Fly 60 ft., Swim 30 ft.",15,14,13,10,11,13,2,"Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 14",Draconic,"Perception +4, Stealth +4"
young-black-dragon,5.5e,SRD,Young Black Dragon,,"_Large Dragon (Chromatic), Chaotic Evil_
**AC** 18 **Initiative** +5 (15) 
**HP** 127 (15d10 + 45) 
**Speed** 40 ft., Fly 80 ft., Swim 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 19 
 +4 
 +4 
 DEX 
 14 
 +2 
 +5 
 CON 
 17 
 +3 
 +3 
 
 
 INT 
 12 
 +1 
 +1 
 WIS 
 11 
 +0 
 +3 
 CHA 
 15 
 +2 
 +2 
 
 
 
**Skills** Perception +6, Stealth +5 
**Immunities** Acid 
**Senses** Blindsight 30 ft., Darkvision 120 ft.; Passive Perception 16 
**Languages** Common, Draconic 
**CR** 7 (XP 2,900; PB +3)
#### Traits
 
**_Amphibious._** The dragon can breathe air and water.
#### Actions
 
**_Multiattack._** The dragon makes three Rend attacks.
**_Rend._** _Melee Attack Roll:_ +7, reach 10 ft. _Hit:_ 9 (2d4 + 4) Slashing damage plus 3 (1d6) Acid damage.
**_Acid Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 14, each creature in a 30-foot-long, 5-foot-wide Line. _Failure:_ 49 (14d6) Acid damage. _Success:_ Half damage.
### Adult Black Dragon",,,large,dragon (chromatic),Chaotic Evil,18,127,15d10 + 45,"40 ft., Fly 80 ft., Swim 40 ft.",19,14,17,12,11,15,7,"Blindsight 30 ft., Darkvision 120 ft.; Passive Perception 16","Common, Draconic","Perception +6, Stealth +5"
adult-black-dragon,5.5e,SRD,Adult Black Dragon,,"_Huge Dragon (Chromatic), Chaotic Evil_
**AC** 19 **Initiative** +12 (22) 
**HP** 195 (17d12 + 85) 
**Speed** 40 ft., Fly 80 ft., Swim 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 23 
 +6 
 +6 
 DEX 
 14 
 +2 
 +7 
 CON 
 21 
 +5 
 +5 
 
 
 INT 
 14 
 +2 
 +2 
 WIS 
 13 
 +1 
 +6 
 CHA 
 19 
 +4 
 +4 
 
 
 
**Skills** Perception +11, Stealth +7 
**Immunities** Acid 
**Senses** Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 21 
**Languages** Common, Draconic 
**CR** 14 (XP 11,500, or 13,000 in lair; PB +5)
#### Traits
 
**_Amphibious._** The dragon can breathe air and water.
**_Legendary Resistance (3/Day, or 4/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.
#### Actions
 
**_Multiattack._** The dragon makes three Rend attacks. It can replace one attack with a use of Spellcasting to cast _Acid Arrow_ (level 3 version).
**_Rend._** _Melee Attack Roll:_ +11, reach 10 ft. _Hit:_ 13 (2d6 + 6) Slashing damage plus 4 (1d8) Acid damage.
**_Acid Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 18, each creature in a 60-foot-long, 5-foot-wide Line. _Failure:_ 54 (12d8) Acid damage. _Success:_ Half damage.
**_Spellcasting._** The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 17, +9 to hit with spell attacks): 
 **At Will:** _Acid Arrow_ (level 3 version), _Detect Magic_, _Fear_ 
 **1/Day Each:** _Speak with Dead_, _Vitriolic Sphere_
#### Legendary Actions
 
_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._
**_Cloud of Insects._** _Dexterity Saving Throw:_ DC 17, one creature the dragon can see within 120 feet. _Failure:_ 22 (4d10) Poison damage, and the target has Disadvantage on saving throws to maintain Concentration until the end of its next turn. _Failure or Success:_ The dragon can't take this action again until the start of its next turn.
**_Frightful Presence._** The dragon uses Spellcasting to cast _Fear_. The dragon can't take this action again until the start of its next turn.
**_Pounce._** The dragon moves up to half its Speed, and it makes one Rend attack.
### Ancient Black Dragon",,,huge,dragon (chromatic),Chaotic Evil,19,195,17d12 + 85,"40 ft., Fly 80 ft., Swim 40 ft.",23,14,21,14,13,19,14,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 21","Common, Draconic","Perception +11, Stealth +7"
ancient-black-dragon,5.5e,SRD,Ancient Black Dragon,,"_Gargantuan Dragon (Chromatic), Chaotic Evil_
**AC** 22 **Initiative** +16 (26) 
**HP** 367 (21d20 + 147) 
**Speed** 40 ft., Fly 80 ft., Swim 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 27 
 +8 
 +8 
 DEX 
 14 
 +2 
 +9 
 CON 
 25 
 +7 
 +7 
 
 
 INT 
 16 
 +3 
 +3 
 WIS 
 15 
 +2 
 +9 
 CHA 
 22 
 +6 
 +6 
 
 
 
**Skills** Perception +16, Stealth +9 
**Immunities** Acid 
**Senses** Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 26 
**Languages** Common, Draconic 
**CR** 21 (XP 33,000, or 41,000 in lair; PB +7)
#### Traits
 
**_Amphibious._** The dragon can breathe air and water.
**_Legendary Resistance (4/Day, or 5/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.
#### Actions
 
**_Multiattack._** The dragon makes three Rend attacks. It can replace one attack with a use of Spellcasting to cast _Acid Arrow_ (level 4 version).
**_Rend._** _Melee Attack Roll:_ +15, reach 15 ft. _Hit:_ 17 (2d8 + 8) Slashing damage plus 9 (2d8) Acid damage.
**_Acid Breath (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 22, each creature in a 90-foot-long, 10-foot-wide Line. _Failure:_ 67 (15d8) Acid damage. _Success:_ Half damage.
**_Spellcasting._** The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 21, +13 to hit with spell attacks): 
 **At Will:** _Acid Arrow_ (level 4 version), _Detect Magic_, _Fear_ 
 **1/Day Each:** _Create Undead_, _Speak with Dead_, _Vitriolic Sphere_ (level 5 version)
#### Legendary Actions
 
_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._
**_Cloud of Insects._** _Dexterity Saving Throw:_ DC 21, one creature the dragon can see within 120 feet. _Failure:_ 33 (6d10) Poison damage, and the target has Disadvantage on saving throws to maintain Concentration until the end of its next turn. _Failure or Success:_ The dragon can't take this action again until the start of its next turn.
**_Frightful Presence._** The dragon uses Spellcasting to cast _Fear_. The dragon can't take this action again until the start of its next turn.
**_Pounce._** The dragon moves up to half its Speed, and it makes one Rend attack.
## Black Pudding
### Black Pudding",,,gargantuan,dragon (chromatic),Chaotic Evil,22,367,21d20 + 147,"40 ft., Fly 80 ft., Swim 40 ft.",27,14,25,16,15,22,21,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 26","Common, Draconic","Perception +16, Stealth +9"
black-pudding,5.5e,SRD,Black Pudding,,"_Large Ooze, Unaligned_
**AC** 7 **Initiative** −3 (7) 
**HP** 68 (8d10 + 24) 
**Speed** 20 ft., Climb 20 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 16 
 +3 
 +3 
 DEX 
 5 
 −3 
 −3 
 CON 
 16 
 +3 
 +3 
 
 
 INT 
 1 
 −5 
 −5 
 WIS 
 6 
 −2 
 −2 
 CHA 
 1 
 −5 
 −5 
 
 
 
**Immunities** Acid, Cold, Lightning, Slashing; Charmed, Deafened, Exhaustion, Frightened, Grappled, Prone, Restrained 
**Senses** Blindsight 60 ft.; Passive Perception 8 
**Languages** None 
**CR** 4 (XP 1,100; PB +2)
#### Traits
 
**_Amorphous._** The pudding can move through a space as narrow as 1 inch without expending extra movement to do so.
**_Corrosive Form._** A creature that hits the pudding with a melee attack roll takes 4 (1d8) Acid damage. Nonmagical ammunition is destroyed immediately after hitting the pudding and dealing any damage. Any nonmagical weapon takes a cumulative −1 penalty to attack rolls immediately after dealing damage to the pudding and coming into contact with it. The weapon is destroyed if the penalty reaches −5. The penalty can be removed by casting the _Mending_ spell on the weapon. 
 In 1 minute, the pudding can eat through 2 feet of nonmagical wood or metal.
**_Spider Climb._** The pudding can climb difficult surfaces, including along ceilings, without needing to make an ability check.
#### Actions
 
**_Dissolving Pseudopod._** _Melee Attack Roll:_ +5, reach 10 ft. _Hit:_ 17 (4d6 + 3) Acid damage. Nonmagical armor worn by the target takes a −1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10. The penalty can be removed by casting the _Mending_ spell on the armor.
#### Reactions
 
**_Split._** _Trigger:_ While the pudding is Large or Medium and has 10+ Hit Points, it becomes Bloodied or is subjected to Lightning or Slashing damage. _Response:_ The pudding splits into two new **Black Puddings**. Each new pudding is one size smaller than the original pudding and acts on its Initiative. The original pudding's Hit Points are divided evenly between the new puddings (round down).
## Blink Dog
### Blink Dog",,,large,ooze,Unaligned,7,68,8d10 + 24,"20 ft., Climb 20 ft.",16,5,16,1,6,1,4,Blindsight 60 ft.; Passive Perception 8,None,
blink-dog,5.5e,SRD,Blink Dog,,"_Medium Fey, Lawful Good_
**AC** 13 **Initiative** +3 (13) 
**HP** 22 (4d8 + 4) 
**Speed** 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 12 
 +1 
 +1 
 DEX 
 17 
 +3 
 +3 
 CON 
 12 
 +1 
 +1 
 
 
 INT 
 10 
 +0 
 +0 
 WIS 
 13 
 +1 
 +1 
 CHA 
 11 
 +0 
 +0 
 
 
 
**Skills** Perception +5, Stealth +5 
**Senses** Darkvision 60 ft.; Passive Perception 15 
**Languages** Blink Dog; understands Elvish and Sylvan but can't speak them 
**CR** 1/4 (XP 50; PB +2)
#### Actions
 
**_Bite._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 5 (1d4 + 3) Piercing damage.
#### Bonus Actions
 
**_Teleport (Recharge 4–6)._** The dog teleports up to 40 feet to an unoccupied space it can see.
## Blue Dragons
### Blue Dragon Wyrmling",,,medium,fey,Lawful Good,13,22,4d8 + 4,40 ft.,12,17,12,10,13,11,1/4,Darkvision 60 ft.; Passive Perception 15,Blink Dog; understands Elvish and Sylvan but can't speak them,"Perception +5, Stealth +5"
