#content-source: SRD 5.2.1
#content-systems: 5.5e
#content-url: https://dnd.wizards.com/resources/systems-reference-document
#content-license: CC-BY-4.0
#content-id: 019f6ae3-fb3a-7a28-894a-aedc0dd1440a
#content-updated-at: 2026-07-16
#content-hash: xxh64:dd9098d0cd39dc2e
id,name_en,name_uk,text_en,text_uk,effects,size,creature_type,alignment,ac,initiative,hp,hp_formula,speed,str,dex,con,int,wis,cha,str_save,dex_save,con_save,int_save,wis_save,cha_save,cr,resistances,immunities,vulnerabilities,gear,senses,languages,skills
tarrasque,Tarrasque,,"#### Traits

<hr>

**_Legendary Resistance (6/Day)._** If the tarrasque fails a saving throw, it can choose to succeed instead.

**_Magic Resistance._** The tarrasque has Advantage on saving throws against spells and other magical effects.

**_Reflective Carapace._** If the tarrasque is targeted by a Magic Missile spell or a spell that requires a ranged attack roll, roll 1d6. On a **1–5**, the tarrasque is unaffected. On a **6**, the tarrasque is unaffected and reflects the spell, turning the caster into the target.

**_Siege Monster._** The tarrasque deals double damage to objects and structures.

#### Actions

<hr>

**_Multiattack._** The tarrasque makes one Bite attack and three other attacks, using Claw or Tail in any combination.

**_Bite._** _Melee Attack Roll:_ +19, reach 15 ft. _Hit:_ 36 (4d12 + 10) Piercing damage, and the target has the Grappled condition (escape DC 20). Until the grapple ends, the target has the Restrained condition and can't teleport.

**_Claw._** _Melee Attack Roll:_ +19, reach 15 ft. _Hit:_ 28 (4d8 + 10) Slashing damage.

**_Tail._** _Melee Attack Roll:_ +19, reach 30 ft. _Hit:_ 23 (3d8 + 10) Bludgeoning damage. If the target is a Huge or smaller creature, it has the Prone condition.

**_Thunderous Bellow (Recharge 5–6)._** _Constitution Saving Throw:_ DC 27, each creature and each object that isn't being worn or carried in a 150-foot Cone. _Failure:_ 78 (12d12) Thunder damage, and the target has the Deafened and Frightened conditions until the end of its next turn. _Success:_ Half damage only.

#### Bonus Actions

<hr>

**_Swallow._** _Strength Saving Throw:_ DC 27, one Large or smaller creature Grappled by the tarrasque (it can have up to six creatures swallowed at a time). _Failure:_ The target is swallowed, and the Grappled condition ends. A swallowed creature has the Blinded and Restrained conditions and can't teleport, it has Total Cover against attacks and other effects outside the tarrasque, and it takes 56 (16d6) Acid damage at the start of each of the tarrasque's turns.
 If the tarrasque takes 60 damage or more on a single turn from a creature inside it, the tarrasque must succeed on a DC 20 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, each of which falls in a space within 10 feet of the tarrasque and has the Prone condition. If the tarrasque dies, any swallowed creature no longer has the Restrained condition and can escape from the corpse using 20 feet of movement, exiting Prone.

#### Legendary Actions

<hr>

_Legendary Action Uses: 3. Immediately after another creature's turn, the tarrasque can expend a use to take one of the following actions. The tarrasque regains all expended uses at the start of each of its turns._

**_Onslaught._** The tarrasque moves up to half its Speed, and it makes one Claw or Tail attack.

**_World-Shaking Movement._** The tarrasque moves up to its Speed. At the end of this movement, the tarrasque creates an instantaneous shock wave in a 60-foot Emanation originating from itself. Creatures in that area lose Concentration and, if Medium or smaller, have the Prone condition. The tarrasque can't take this action again until the start of its next turn.",,,gargantuan,monstrosity (titan),Unaligned,25,+18 (28),697,34d20 + 340,"60 ft., Burrow 40 ft., Climb 60 ft.",30,11,30,3,11,11,10,9,10,5,9,9,30,"Bludgeoning, Piercing, Slashing","Fire, Poison; Charmed, Deafened, Frightened, Paralyzed, Poisoned",,,Blindsight 120 ft.; Passive Perception 19,None,Perception +9
tough,Tough,,"#### Traits

<hr>

**_Pack Tactics._** The tough has Advantage on an attack roll against a creature if at least one of the tough's allies is within 5 feet of the creature and the ally doesn't have the Incapacitated condition.

#### Actions

<hr>

**_Mace._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 5 (1d6 + 2) Bludgeoning damage.

**_Heavy Crossbow._** _Ranged Attack Roll:_ +3, range 100/400 ft. _Hit:_ 6 (1d10 + 1) Piercing damage.",,,medium,or small humanoid,Neutral,12,+1 (11),32,5d8 + 10,30 ft.,15,12,14,10,10,11,2,1,2,0,0,0,1/2,,,,"Heavy Crossbow, Leather Armor, Mace",Passive Perception 10,Common,
tough_boss,Tough Boss,,"#### Traits

<hr>

**_Pack Tactics._** The tough has Advantage on an attack roll against a creature if at least one of the tough's allies is within 5 feet of the creature and the ally doesn't have the Incapacitated condition.

#### Actions

<hr>

**_Multiattack._** The tough makes two attacks, using Warhammer or Heavy Crossbow in any combination.

**_Warhammer._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 12 (2d8 + 3) Bludgeoning damage. If the target is a Large or smaller creature, the tough pushes the target up to 10 feet straight away from itself.

**_Heavy Crossbow._** _Ranged Attack Roll:_ +4, range 100/400 ft. _Hit:_ 13 (2d10 + 2) Piercing damage.",,,medium,or small humanoid,Neutral,16,+2 (12),82,11d8 + 33,30 ft.,17,14,16,11,10,11,5,2,5,0,0,2,4,,,,"Chain Mail, Heavy Crossbow, Warhammer",Passive Perception 10,Common plus one other language,
treant,Treant,,"#### Traits

<hr>

**_Siege Monster._** The treant deals double damage to objects and structures.

#### Actions

<hr>

**_Multiattack._** The treant makes two Slam attacks.

**_Slam._** _Melee Attack Roll:_ +10, reach 5 ft. _Hit:_ 16 (3d6 + 6) Bludgeoning damage.

**_Hail of Bark._** _Ranged Attack Roll:_ +10, range 180 ft. _Hit:_ 28 (4d10 + 6) Piercing damage.

**_Animate Trees (1/Day)._** The treant magically animates up to two trees it can see within 60 feet of itself. Each tree uses the Treant stat block, except it has Intelligence and Charisma scores of 1, it can't speak, and it lacks this action. The tree takes its turn immediately after the treant on the same Initiative count, and it obeys the treant. A tree remains animate for 1 day or until it dies, the treant dies, or it is more than 120 feet from the treant. The tree then takes root if possible.",,,huge,plant,Chaotic Good,16,+3 (13),138,12d12 + 60,30 ft.,23,8,21,12,16,12,6,-1,5,1,3,1,9,"Bludgeoning, Piercing",,Fire,,Passive Perception 13,"Common, Druidic, Elvish, Sylvan",
troll,Troll,,"#### Traits

<hr>

**_Loathsome Limbs (4/Day)._** If the troll ends any turn Bloodied and took 15+ Slashing damage during that turn, one of the troll's limbs is severed, falls into the troll's space, and becomes a **Troll Limb**. The limb acts immediately after the troll's turn. The troll has 1 Exhaustion level for each missing limb, and it grows replacement limbs the next time it regains Hit Points.

**_Regeneration._** The troll regains 15 Hit Points at the start of each of its turns. If the troll takes Acid or Fire damage, this trait doesn't function on the troll's next turn. The troll dies only if it starts its turn with 0 Hit Points and doesn't regenerate.

#### Actions

<hr>

**_Multiattack._** The troll makes three Rend attacks.

**_Rend._** _Melee Attack Roll:_ +7, reach 10 ft. _Hit:_ 11 (2d6 + 4) Slashing damage.

#### Bonus Actions

<hr>

**_Charge._** The troll moves up to half its Speed straight toward an enemy it can see.",,,large,giant,Chaotic Evil,15,+1 (11),94,9d10 + 45,30 ft.,18,13,20,7,9,7,4,1,5,-2,-1,-2,5,,,,,Darkvision 60 ft.; Passive Perception 15,Giant,Perception +5
troll_limb,Troll Limb,,"#### Traits

<hr>

**_Regeneration._** The limb regains 5 Hit Points at the start of each of its turns. If the limb takes Acid or Fire damage, this trait doesn't function on the limb's next turn. The limb dies only if it starts its turn with 0 Hit Points and doesn't regenerate.

**_Troll Spawn._** The limb uncannily has the same senses as a whole troll. If the limb isn't destroyed within 24 hours, roll 1d12. On a 12, the limb turns into a **Troll**. Otherwise, the limb withers away.

#### Actions

<hr>

**_Rend._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 9 (2d4 + 4) Slashing damage.",,,small,giant,Chaotic Evil,13,+1 (11),14,4d6,20 ft.,18,12,10,1,9,1,4,1,0,-5,-1,-5,1/2,,,,,Darkvision 60 ft.; Passive Perception 9,None,
unicorn,Unicorn,,"#### Traits

<hr>

**_Legendary Resistance (3/Day)._** If the unicorn fails a saving throw, it can choose to succeed instead.

**_Magic Resistance._** The unicorn has Advantage on saving throws against spells and other magical effects.

#### Actions

<hr>

**_Multiattack._** The unicorn makes one Hooves attack and one Radiant Horn attack.

**_Hooves._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 11 (2d6 + 4) Bludgeoning damage.

**_Radiant Horn._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 9 (1d10 + 4) Radiant damage.

**_Spellcasting._** The unicorn casts one of the following spells, requiring no spell components and using Charisma as the spellcasting ability (spell save DC 14):
 **At Will:** _Detect Evil and Good, Druidcraft_
 **1/Day Each:** _Calm Emotions, Dispel Evil and Good, Entangle, Pass without Trace, Word of Recall_

#### Bonus Actions

<hr>

**_Unicorn's Blessing (3/Day)._** The unicorn touches another creature with its horn and casts _Cure Wounds_ or _Lesser Restoration_ on that creature, using the same spellcasting ability as Spellcasting.

#### Legendary Actions

<hr>

_Legendary Action Uses: 3. Immediately after another creature's turn, the unicorn can expend a use to take one of the following actions. The unicorn regains all expended uses at the start of each of its turns._

**_Charging Horn._** The unicorn moves up to half its Speed without provoking Opportunity Attacks, and it makes one Radiant Horn attack.

**_Shimmering Shield._** The unicorn targets itself or one creature it can see within 60 feet of itself. The target gains 10 (3d6) Temporary Hit Points, and its AC increases by 2 until the end of the unicorn's next turn.
 The unicorn can't take this action again until the start of its next turn.",,,large,celestial,Lawful Good,12,+8 (18),97,13d10 + 26,50 ft.,18,14,15,11,17,16,4,2,2,0,3,3,5,,"Poison; Charmed, Paralyzed, Poisoned",,,Darkvision 60 ft.; Passive Perception 13,"Celestial, Elvish, Sylvan; telepathy 120 ft.",
vampire_familiar,Vampire Familiar,,"#### Traits

<hr>

**_Vampiric Connection._** While the familiar and its vampire master are on the same plane of existence, the vampire can communicate with the familiar telepathically, and the vampire can perceive through the familiar's senses.

#### Actions

<hr>

**_Multiattack._** The familiar makes two Umbral Dagger attacks.

**_Umbral Dagger._** _Melee or Ranged Attack Roll:_ +5, reach 5 ft. or range 20/60 ft. _Hit:_ 5 (1d4 + 3) Piercing damage plus 7 (3d4) Necrotic damage. If the target is reduced to 0 Hit Points by this attack, the target becomes Stable but has the Poisoned condition for 1 hour. While it has the Poisoned condition, the target has the Paralyzed condition.

#### Bonus Actions

<hr>

**_Deathless Agility._** The familiar takes the Dash or Disengage action.",,,medium,or small humanoid,Neutral Evil,15,+5 (15),65,10d8 + 20,"30 ft., Climb 30 ft.",17,16,15,10,10,14,3,5,2,0,2,2,3,Necrotic,Charmed (except from its vampire master),,Daggers (10),Darkvision 60 ft.; Passive Perception 14,Common plus one other language,"Perception +4, Persuasion +4, Stealth +7"
vampire_spawn,Vampire Spawn,,"#### Traits

<hr>

**_Spider Climb._** The vampire can climb difficult surfaces, including along ceilings, without needing to make an ability check.

**_Vampire Weakness._** The vampire has these weaknesses:

**_Forbiddance._** The vampire can't enter a residence without an invitation from an occupant.

**_Running Water._** The vampire takes 20 Acid damage if it ends its turn in running water.

**_Stake to the Heart._** The vampire is destroyed if a weapon that deals Piercing damage is driven into the vampire's heart while the vampire has the Incapacitated condition.

**_Sunlight._** The vampire takes 20 Radiant damage if it starts its turn in sunlight. While in sunlight, it has Disadvantage on attack rolls and ability checks.

#### Actions

<hr>

**_Multiattack._** The vampire makes two Claw attacks and uses Bite.

**_Claw._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 8 (2d4 + 3) Slashing damage. If the target is a Medium or smaller creature, it has the Grappled condition (escape DC 13) from one of two claws.

**_Bite._** _Constitution Saving Throw:_ DC 14, one creature within 5 feet that is willing or that has the Grappled, Incapacitated, or Restrained condition. _Failure:_ 5 (1d4 + 3) Piercing damage plus 10 (3d6) Necrotic damage. The target's Hit Point maximum decreases by an amount equal to the Necrotic damage taken, and the vampire regains Hit Points equal to that amount.

#### Bonus Actions

<hr>

**_Deathless Agility._** The vampire takes the Dash or Disengage action.",,,medium,or small undead,Neutral Evil,16,+3 (13),90,12d8 + 36,30 ft.,16,16,16,11,10,12,3,6,3,0,3,1,5,Necrotic,,,,Darkvision 60 ft.; Passive Perception 13,Common plus one other language,"Perception +3, Stealth +6"
vampire,Vampire,,"#### Traits

<hr>

**_Legendary Resistance (3/Day, or 4/Day in Lair)._** If the vampire fails a saving throw, it can choose to succeed instead.

**_Misty Escape._** If the vampire drops to 0 Hit Points outside its resting place, the vampire uses Shape-Shift to become mist (no action required). If it can't use Shape-Shift, it is destroyed.
 While it has 0 Hit Points in mist form, it can't return to its vampire form, and it must reach its resting place within 2 hours or be destroyed. Once in its resting place, it returns to its vampire form and has the Paralyzed condition until it regains any Hit Points, and it regains 1 Hit Point after spending 1 hour there.

**_Spider Climb._** The vampire can climb difficult surfaces, including along ceilings, without needing to make an ability check.

**_Vampire Weakness._** The vampire has these weaknesses:

**_Forbiddance._** The vampire can't enter a residence without an invitation from an occupant.

**_Running Water._** The vampire takes 20 Acid damage if it ends its turn in running water.

**_Stake to the Heart._** If a weapon that deals Piercing damage is driven into the vampire's heart while the vampire has the Incapacitated condition in its resting place, the vampire has the Paralyzed condition until the weapon is removed.

**_Sunlight._** The vampire takes 20 Radiant damage if it starts its turn in sunlight. While in sunlight, it has Disadvantage on attack rolls and ability checks.

#### Actions

<hr>

**_Multiattack (Vampire Form Only)._** The vampire makes two Grave Strike attacks and uses Bite.

**_Grave Strike (Vampire Form Only)._** _Melee Attack Roll:_ +9, reach 5 ft. _Hit:_ 8 (1d8 + 4) Bludgeoning damage plus 7 (2d6) Necrotic damage. If the target is a Large or smaller creature, it has the Grappled condition (escape DC 14) from one of two hands.

**_Bite (Bat or Vampire Form Only)._** _Constitution Saving Throw:_ DC 17, one creature within 5 feet that is willing or that has the Grappled, Incapacitated, or Restrained condition. _Failure:_ 6 (1d4 + 4) Piercing damage plus 13 (3d8) Necrotic damage. The target's Hit Point maximum decreases by an amount equal to the Necrotic damage taken, and the vampire regains Hit Points equal to that amount. A Humanoid reduced to 0 Hit Points by this damage and then buried rises the following sunset as a **Vampire Spawn** under the vampire's control.

#### Bonus Actions

<hr>

**_Charm (Recharge 5–6)._** The vampire casts _Charm Person_, requiring no spell components and using Charisma as the spellcasting ability (spell save DC 17), and the duration is 24 hours. The Charmed target is a willing recipient of the vampire's Bite, the damage of which doesn't end the spell. When the spell ends, the target is unaware it was Charmed by the vampire.

**_Shape-Shift._** If the vampire isn't in sunlight or running water, it shape-shifts into a Tiny bat (Speed 5 ft., Fly Speed 30 ft.) or a Medium cloud of mist (Speed 5 ft., Fly Speed 20 ft. [hover]), or it returns to its vampire form. Anything it is wearing transforms with it.
 While in bat form, the vampire can't speak. Its game statistics, other than its size and Speed, are unchanged.
 While in mist form, the vampire can't take any actions, speak, or manipulate objects. It is weightless and can enter an enemy's space and stop there. If air can pass through a space, the mist can do so, but it can't pass through liquid. It has Resistance to all damage, except the damage it takes from sunlight.

#### Legendary Actions

<hr>

_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the vampire can expend a use to take one of the following actions. The vampire regains all expended uses at the start of each of its turns._

**_Beguile._** The vampire casts _Command_, requiring no spell components and using Charisma as the spellcasting ability (spell save DC 17). The vampire can't take this action again until the start of its next turn.

**_Deathless Strike._** The vampire moves up to half its Speed, and it makes one Grave Strike attack.",,,medium,or small undead,Lawful Evil,16,+14 (24),195,23d8 + 92,"40 ft., Climb 40 ft.",18,18,18,17,15,18,4,9,9,3,7,9,13,Necrotic,,,,Darkvision 120 ft.; Passive Perception 17,Common plus two other languages,"Perception +7, Stealth +9"
vrock,Vrock,,"#### Traits

<hr>

**_Demonic Restoration._** If the vrock dies outside the Abyss, its body dissolves into ichor, and it gains a new body instantly, reviving with all its Hit Points somewhere in the Abyss.

**_Magic Resistance._** The vrock has Advantage on saving throws against spells and other magical effects.

#### Actions

<hr>

**_Multiattack._** The vrock makes two Shred attacks.

**_Shred._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 10 (2d6 + 3) Piercing damage plus 10 (3d6) Poison damage.

**_Spores (Recharge 6)._** _Constitution Saving Throw:_ DC 15, each creature in a 20-foot Emanation originating from the vrock. _Failure:_ The target has the Poisoned condition and repeats the save at the end of each of its turns, ending the effect on itself on a success. While Poisoned, the target takes 5 (1d10) Poison damage at the start of each of its turns. Emptying a flask of Holy Water on the target ends the effect early.

**_Stunning Screech (1/Day)._** _Constitution Saving Throw:_ DC 15, each creature in a 20-foot Emanation originating from the vrock (demons succeed automatically). _Failure:_ 10 (3d6) Thunder damage, and the target has the Stunned condition until the end of the vrock's next turn.",,,large,fiend (demon),Chaotic Evil,15,+2 (12),152,16d10 + 64,"40 ft., Fly 60 ft.",17,15,18,8,13,8,3,5,4,-1,4,2,6,"Cold, Fire, Lightning",Poison; Poisoned,,,Darkvision 120 ft.; Passive Perception 11,Abyssal; telepathy 120 ft.,
warrior_infantry,Warrior Infantry,,"#### Traits

<hr>

**_Pack Tactics._** The warrior has Advantage on an attack roll against a creature if at least one of the warrior's allies is within 5 feet of the creature and the ally doesn't have the Incapacitated condition.

#### Actions

<hr>

**_Spear._** _Melee or Ranged Attack Roll:_ +3, reach 5 ft. or range 20/60 ft. _Hit:_ 4 (1d6 + 1) Piercing damage.",,,medium,or small humanoid,Neutral,13,+0 (10),9,2d8,30 ft.,13,11,11,8,11,8,1,0,0,-1,0,-1,1/8,,,,"Chain Shirt, Spear",Passive Perception 10,Common,
warrior_veteran,Warrior Veteran,,"#### Actions

<hr>

**_Multiattack._** The warrior makes two Greatsword or Heavy Crossbow attacks.

**_Greatsword._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 10 (2d6 + 3) Slashing damage.

**_Heavy Crossbow._** _Ranged Attack Roll:_ +3, range 100/400 ft. _Hit:_ 12 (2d10 + 1) Piercing damage.

#### Reactions

<hr>

**_Parry._** _Trigger:_ The warrior is hit by a melee attack roll while holding a weapon. _Response:_ The warrior adds 2 to its AC against that attack, possibly causing it to miss.",,,medium,or small humanoid,Neutral,17,+3 (13),65,10d8 + 20,30 ft.,16,13,14,10,11,10,3,1,2,0,0,0,3,,,,"Greatsword, Heavy Crossbow, Splint Armor",Passive Perception 12,Common plus one other language,"Athletics +5, Perception +2"
water_elemental,Water Elemental,,"#### Traits

<hr>

**_Freeze._** If the elemental takes Cold damage, its Speed decreases by 20 feet until the end of its next turn.

**_Water Form._** The elemental can enter an enemy's space and stop there. It can move through a space as narrow as 1 inch without expending extra movement to do so.

#### Actions

<hr>

**_Multiattack._** The elemental makes two Slam attacks.

**_Slam._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 13 (2d8 + 4) Bludgeoning damage. If the target is a Medium or smaller creature, it has the Prone condition.

**_Whelm (Recharge 4–6)._** _Strength Saving Throw:_ DC 15, each creature in the elemental's space. _Failure:_ 22 (4d8 + 4) Bludgeoning damage. If the target is a Large or smaller creature, it has the Grappled condition (escape DC 14). Until the grapple ends, the target has the Restrained condition, is suffocating unless it can breathe water, and takes 9 (2d8) Bludgeoning damage at the start of each of the elemental's turns. The elemental can grapple one Large creature or up to two Medium or smaller creatures at a time with Whelm. As an action, a creature within 5 feet of the elemental can pull a creature out of it by succeeding on a DC 14 Strength (Athletics) check. _Success:_ Half damage only.",,,large,elemental,Neutral,14,+2 (12),114,12d10 + 48,"30 ft., Swim 90 ft.",18,14,18,5,10,8,4,2,4,-3,0,-1,5,"Acid, Fire","Poison; Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious",,,Darkvision 60 ft.; Passive Perception 10,Primordial (Aquan),
werebear,Werebear,,"#### Actions

<hr>

**_Multiattack._** The werebear makes two attacks, using Handaxe or Rend in any combination. It can replace one attack with a Bite attack.

**_Bite (Bear or Hybrid Form Only)._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 17 (2d12 + 4) Piercing damage. If the target is a Humanoid, it is subjected to the following effect. _Constitution Saving Throw:_ DC 14. _Failure:_ The target is cursed. If the cursed target drops to 0 Hit Points, it instead becomes a **Werebear** under the GM's control and has 10 Hit Points. _Success:_ The target is immune to this werebear's curse for 24 hours.

**_Handaxe (Humanoid or Hybrid Form Only)._** Melee or _Ranged Attack Roll:_ +7, reach 5 ft or range 20/60 ft. _Hit:_ 14 (3d6 + 4) Slashing damage.

**_Rend (Bear or Hybrid Form Only)._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 13 (2d8 + 4) Slashing damage.

#### Bonus Actions

<hr>

**_Shape-Shift._** The werebear shape-shifts into a Large bear-humanoid hybrid form or a Large bear, or it returns to its true humanoid form. Its game statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed.",,,medium,or small monstrosity (lycanthrope),Neutral Good,15,+3 (13),135,18d8 + 54,"30 ft., 40 ft. (bear form only), Climb 30 ft. (bear form only)",19,10,17,11,12,12,4,0,3,0,1,1,5,,,,Handaxes (4),Darkvision 60 ft.; Passive Perception 17,Common (can't speak in bear form),Perception +7
wereboar,Wereboar,,"#### Actions

<hr>

**_Multiattack._** The wereboar makes two attacks, using Javelin or Tusk in any combination. It can replace one attack with a Gore attack.

**_Gore (Boar or Hybrid Form Only)._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 12 (2d8 + 3) Piercing damage. If the target is a Humanoid, it is subjected to the following effect. _Constitution Saving Throw:_ DC 12. _Failure:_ The target is cursed. If the cursed target drops to 0 Hit Points, it instead becomes a **Wereboar** under the GM's control and has 10 Hit Points. _Success:_ The target is immune to this wereboar's curse for 24 hours.

**_Javelin (Humanoid or Hybrid Form Only)._** Melee or _Ranged Attack Roll:_ +5, reach 5 ft. or range 30/120 ft. _Hit:_ 13 (3d6 + 3) Piercing damage.

**_Tusk (Boar or Hybrid Form Only)._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 10 (2d6 + 3) Piercing damage. If the target is a Medium or smaller creature and the wereboar moved 20+ feet straight toward it immediately before the hit, the target takes an extra 7 (2d6) Piercing damage and has the Prone condition.

#### Bonus Actions

<hr>

**_Shape-Shift._** The wereboar shape-shifts into a Medium boar-humanoid hybrid or a Small boar, or it returns to its true humanoid form. Its game statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed.",,,medium,or small monstrosity (lycanthrope),Neutral Evil,15,+2 (12),97,15d8 + 30,"30 ft., 40 ft. (boar form only)",17,10,15,10,11,8,3,0,2,0,0,-1,4,,,,Javelins (6),Passive Perception 12,Common (can't speak in boar form),Perception +2
wererat,Wererat,,"#### Actions

<hr>

**_Multiattack._** The wererat makes two attacks, using Scratch or Hand Crossbow in any combination. It can replace one attack with a Bite attack.

**_Bite (Rat or Hybrid Form Only)._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 8 (2d4 + 3) Piercing damage. If the target is a Humanoid, it is subjected to the following effect. _Constitution Saving Throw:_ DC 11. _Failure:_ The target is cursed. If the cursed target drops to 0 Hit Points, it instead becomes a **Wererat** under the GM's control and has 10 Hit Points. _Success:_ The target is immune to this wererat's curse for 24 hours.

**_Scratch._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 6 (1d6 + 3) Slashing damage.

**_Hand Crossbow (Humanoid or Hybrid Form Only)._** _Ranged Attack Roll:_ +5, range 30/120 ft. _Hit:_ 6 (1d6 + 3) Piercing damage.

#### Bonus Actions

<hr>

**_Shape-Shift._** The wererat shape-shifts into a Medium rat-humanoid hybrid or a Small rat, or it returns to its true humanoid form. Its game statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed.",,,medium,or small monstrosity (lycanthrope),Lawful Evil,13,+3 (13),60,11d8 + 11,"30 ft., Climb 30 ft.",10,16,12,11,10,8,0,3,1,0,0,-1,2,,,,Hand Crossbow,Darkvision 60 ft.; Passive Perception 14,Common (can't speak in rat form),"Perception +4, Stealth +5"
weretiger,Weretiger,,"#### Actions

<hr>

**_Multiattack._** The weretiger makes two attacks, using Scratch or Longbow in any combination. It can replace one attack with a Bite attack.

**_Bite (Tiger or Hybrid Form Only)._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 12 (2d8 + 3) Piercing damage. If the target is a Humanoid, it is subjected to the following effect. _Constitution Saving Throw:_ DC 13. _Failure:_ The target is cursed. If the cursed target drops to 0 Hit Points, it instead becomes a **Weretiger** under the GM's control and has 10 Hit Points. _Success:_ The target is immune to this weretiger's curse for 24 hours.

**_Scratch._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 10 (2d6 + 3) Slashing damage.

**_Longbow (Humanoid or Hybrid Form Only)._** _Ranged Attack Roll:_ +4, range 150/600 ft. _Hit:_ 11 (2d8 + 2) Piercing damage.

#### Bonus Actions

<hr>

**_Prowl (Tiger or Hybrid Form Only)._** The weretiger moves up to its Speed without provoking Opportunity Attacks. At the end of this movement, the weretiger can take the Hide action.

**_Shape-Shift._** The weretiger shape-shifts into a Large tiger-humanoid hybrid or a Large tiger, or it returns to its true humanoid form. Its game statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed.",,,medium,or small monstrosity (lycanthrope),Neutral,12,+2 (12),120,16d8 + 48,"30 ft., 40 ft. (tiger form only)",17,15,16,10,13,11,3,2,3,0,1,0,4,,,,Longbow,Darkvision 60 ft.; Passive Perception 15,Common (can't speak in tiger form),"Perception +5, Stealth +4"
werewolf,Werewolf,,"#### Traits

<hr>

**_Pack Tactics._** The werewolf has Advantage on an attack roll against a creature if at least one of the werewolf's allies is within 5 feet of the creature and the ally doesn't have the Incapacitated condition.

#### Actions

<hr>

**_Multiattack._** The werewolf makes two attacks, using Scratch or Longbow in any combination. It can replace one attack with a Bite attack.

**_Bite (Wolf or Hybrid Form Only)._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 12 (2d8 + 3) Piercing damage. If the target is a Humanoid, it is subjected to the following effect. _Constitution Saving Throw:_ DC 12. _Failure:_ The target is cursed. If the cursed target drops to 0 Hit Points, it instead becomes a **Werewolf** under the GM's control and has 10 Hit Points. _Success:_ The target is immune to this werewolf's curse for 24 hours.

**_Scratch._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 10 (2d6 + 3) Slashing damage.

**_Longbow (Humanoid or Hybrid Form Only)._** _Ranged Attack Roll:_ +4, range 150/600 ft. _Hit:_ 11 (2d8 + 2) Piercing damage.

#### Bonus Actions

<hr>

**_Shape-Shift._** The werewolf shape-shifts into a Large wolf-humanoid hybrid or a Medium wolf, or it returns to its true humanoid form. Its game statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed.",,,medium,or small monstrosity (lycanthrope),Chaotic Evil,15,+4 (14),71,11d8 + 22,"30 ft., 40 ft. (wolf form only)",16,14,14,10,11,10,3,2,2,0,0,0,3,,,,Longbow,Darkvision 60 ft.; Passive Perception 14,Common (can't speak in wolf form),"Perception +4, Stealth +4"
white_dragon_wyrmling,White Dragon Wyrmling,,"#### Traits

<hr>

**_Ice Walk._** The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, Difficult Terrain composed of ice or snow doesn't cost it extra movement.

#### Actions

<hr>

**_Multiattack._** The dragon makes two Rend attacks.

**_Rend._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 6 (1d8 + 2) Slashing damage plus 2 (1d4) Cold damage.

**_Cold Breath (Recharge 5–6)._** _Constitution Saving Throw:_ DC 12, each creature in a 15-foot Cone. _Failure:_ 22 (5d8) Cold damage. _Success:_ Half damage.",,,medium,dragon (chromatic),Chaotic Evil,16,+2 (12),32,5d8 + 10,"30 ft., Burrow 15 ft., Fly 60 ft., Swim 30 ft.",14,10,14,5,10,11,2,2,2,-3,2,0,2,,Cold,,,"Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 14",Draconic,"Perception +4, Stealth +2"
